// 5 26
// 6 25
// 6 25.5
// 5 26.5
// The following stables colored squares:
CS (52, 592) (60, 179) - 1 5 22 4 20 4 23 1 6 1 32 1 6 1 24 1 6 1 32 1 6 1 23 4 20 4 22 5 1 30 1 6 1 27 6 34 6 29 1 5 22 5 1 29 6 34 6 27 1 6 1 30
CS (52, 692) (60, 126) - 1 5 22 5 1 29 6 30 6 28 6 31 1 6 1 23 5 1 31 6 27 1 6 1 27 6 30 6 30 6 30 6 27 1 6 1 27 6 31 1 5 23 1 6 1 31 6 28 6 30 6 29
CS (66, 604) (60, 94) - 1 5 22 4 18 2 2 2 18 4 20 4 20 4 18 2 2 2 18 4 22 5 1 29 4 10 2 10 2 10 2 10 2 10 2 8 2 14 4 24 5 1 31 6 28 6 31 1 5 24 4 14 2 8 2 10 2 10 2 10 2 10 2 10 4 29
CS (66, 848) (60, 15) - 1 5 20 2 2 2 18 4 18 2 2 2 20 5 1 29 6 28 6 32 6 26 6 32 6 27 1 5 20 4 18 4 23 1 6 1 29 6 30 6 28 6 30 6 29 1 6 1 23 4 18 4 20 5 1 27 6 32 6 26 6 32 6 28 6 29
CS (80, 848) (60, 5) - 1 5 25 1 6 1 31 6 30 6 32 6 29 1 6 1 27 5 1 34 1 5 27 1 6 1 29 6 32 6 30 6 31 1 6 1 25 5 1 31 4 10 2 12 2 8 2 14 4 27 1 6 1 27 4 14 2 8 2 12 2 8 2 14 4 27 1 6 1 27 4 14 2 8 2 12 2 10 4 31
OSO (15, 207) (61, 645) - 1 5 24 5 1 31 6 26 6 32 6 26 5 1 32
OSO (15, 219) (61, 252) - 1 5 26 5 1 33 6 28 6 34 6 28 5 1 34
OSO (17, 177) (61, 378) - 1 5 22 4 14 4 23 1 6 1 29 6 23 1 6 1 30
OSO (17, 215) (61, 494) - 1 5 26 6 34 6 27 1 6 1 28 1 6 1 27 6 33
CS (36, 432) (61, 176) - 1 5 23 1 6 1 30 1 6 1 23 5 1 31 6 26 6 31 1 5 24 4 14 4 24 4 14 4 24 5 1 31 6 26 6 31
CS (52, 676) (61, 160) - 1 5 23 1 6 1 32 1 5 26 6 32 6 26 5 1 32 1 6 1 23 5 1 32 1 5 26 6 32 6 26 5 1 33 6 24 4 16 4 24 6 33 1 5 26 6 32 6 26 5 1 32
OSO (11, 173) (62, 784) - 1 5 26 6 30 6 28 6 28 6 31
OSO (11, 183) (62, 727) - 1 5 28 6 32 6 30 6 30 6 33
OSO (15, 171) (62, 68) - 1 5 24 4 20 4 22 4 20 4 23 1 6 1 32
OSO (15, 173) (62, 791) - 1 5 22 4 14 4 22 5 1 29 6 24 5 1 30
OSO (15, 183) (62, 134) - 1 5 22 4 16 4 25 1 6 1 27 6 30 6 29
OSO (15, 201) (62, 1) - 1 5 20 4 24 5 1 34 1 5 28 6 32 6 29
OSO (17, 177) (62, 39) - 1 5 20 4 24 4 16 4 27 1 6 1 28 1 6 1 28
OSO (19, 207) (62, 1242) - 1 5 23 1 6 1 31 6 27 1 6 1 26 1 6 1 27 6 31
CS (36, 396) (62, 27) - 1 5 23 1 6 1 27 6 29 1 5 24 6 29 1 6 1 22 1 6 1 29 6 24 5 1 29 6 27 1 6 1 23 5 1 30
CS (36, 416) (62, 1524) - 1 5 22 4 14 4 23 1 6 1 28 1 6 1 23 4 14 4 22 5 1 29 6 26 6 29 1 5 22 5 1 29 6 26 6 29
CS (36, 448) (62, 1895) - 1 5 24 4 16 4 25 1 6 1 30 1 6 1 25 4 16 4 24 5 1 31 6 30 6 31 1 5 24 5 1 31 6 30 6 31
CS (36, 456) (62, 395) - 1 5 26 4 14 4 27 1 6 1 28 1 6 1 27 4 14 4 26 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 33
CS (42, 512) (62, 3) - 1 5 22 4 22 5 1 29 4 14 4 28 6 35 1 5 29 1 6 1 25 4 18 4 24 4 18 4 25 1 6 1 29 5 1 35 6 28 4 14 4 29
CS (44, 588) (62, 7) - 1 5 20 4 18 4 24 6 32 6 27 1 5 20 5 1 27 6 32 6 24 4 18 4 20 5 1 27 4 12 4 28 6 30 6 28 6 30 6 28 4 12 4 27
CS (58, 700) (62, 194) - 1 5 20 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 20 5 1 29 6 26 6 28 6 24 4 14 4 22 5 1 30 1 5 22 4 14 4 24 6 28 6 26 6 29
CS (60, 636) (62, 190) - 1 5 24 4 18 4 24 4 18 4 24 5 1 31 4 10 2 12 2 10 2 10 2 10 2 10 2 14 4 26 5 1 33 6 30 6 32 6 30 6 33 1 5 26 4 14 2 10 2 10 2 10 2 10 2 12 2 10 4 31
CS (60, 760) (62, 141) - 1 5 20 4 24 5 1 32 1 5 25 1 6 1 31 6 29 1 6 1 27 5 1 34 1 5 27 1 6 1 29 6 31 1 6 1 25 5 1 32 1 5 24 4 20 5 1 29 6 32 6 30 6 32 6 30 6 32 6 29
CS (68, 696) (62, 103) - 1 5 20 4 18 4 21 1 6 1 30 1 6 1 22 1 6 1 30 1 6 1 22 1 6 1 30 1 6 1 21 4 18 4 20 5 1 28 1 6 1 24 1 6 1 29 6 26 6 31 1 5 24 5 1 31 6 26 6 29 1 6 1 24 1 6 1 28
CS (72, 912) (62, 332) - 1 5 25 1 6 1 31 6 29 1 6 1 25 4 18 4 20 2 2 2 20 4 18 4 25 1 6 1 29 6 31 1 6 1 25 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 33
CS (74, 748) (62, 968) - 1 5 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 5 1 31 6 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 6 31
CS (36, 448) (63, 1286) - 1 5 26 4 14 4 25 1 6 1 28 1 6 1 25 4 14 4 26 5 1 33 6 26 6 33 1 5 26 5 1 33 6 26 6 33
CS (44, 540) (63, 47) - 1 5 24 6 32 6 23 1 6 1 30 1 5 24 6 32 6 24 6 32 6 24 5 1 30 1 6 1 23 6 32 6 24 5 1 30 1 6 1 22 1 6 1 30
CS (52, 560) (63, 703) - 1 5 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 5 1 31 6 25 1 6 1 25 6 31 1 5 25 1 6 1 25 5 1 31 6 25 1 6 1 25 6 31
CS (32, 392) (64, 102) - 1 5 23 1 6 1 31 6 26 5 1 32 1 5 26 6 31 1 6 1 23 5 1 31 6 26 4 14 4 26 6 31
CS (32, 404) (64, 16) - 1 5 20 4 18 4 22 4 16 4 22 4 18 4 20 5 1 27 6 32 6 24 5 1 30 1 5 24 6 32 6 27
CS (36, 456) (64, 64) - 1 5 25 1 6 1 30 1 6 1 25 5 1 33 6 28 6 33 1 5 26 4 16 4 24 4 16 4 26 5 1 33 6 28 6 33
CS (38, 476) (64, 3782) - 1 5 24 4 12 4 24 4 12 4 25 1 6 1 25 4 12 4 24 4 12 4 24 5 1 31 6 24 6 30 6 24 6 30 6 24 6 31
CS (44, 436) (64, 119) - 1 5 20 4 16 4 21 1 6 1 30 1 5 22 4 14 4 23 1 6 1 28 1 6 1 23 4 14 4 22 5 1 30 1 6 1 21 4 16 4 20 5 1 28
CS (44, 544) (64, 334) - 1 5 22 4 14 4 22 4 14 4 22 5 1 29 6 26 6 26 6 29 1 5 23 1 6 1 27 6 26 6 27 1 6 1 23 5 1 29 6 26 6 26 6 29
CS (50, 648) (64, 1855) - 1 5 16 4 22 6 28 6 26 6 25 1 6 1 26 1 6 1 25 6 26 6 28 6 22 4 16 5 1 25 6 28 6 24 6 28 6 25 1 6 1 25 6 28 6 24 6 28 6 25
CS (52, 652) (64, 364) - 1 5 20 4 20 4 20 5 1 29 6 28 6 31 1 6 1 23 5 1 30 1 5 22 5 1 29 6 30 6 28 6 30 6 29 1 5 22 5 1 30 1 5 23 1 6 1 31 6 28 6 29
CS (54, 636) (64, 352) - 1 5 22 6 30 6 24 6 28 6 25 1 6 1 25 6 28 6 24 6 30 6 22 5 1 29 6 24 4 10 2 10 4 24 4 10 2 10 4 24 4 10 2 10 4 24 4 10 2 10 4 24 6 29
CS (64, 788) (64, 247) - 1 5 24 4 18 4 23 1 6 1 32 1 5 26 5 1 32 1 6 1 23 4 18 4 24 5 1 32 1 5 24 4 18 4 24 5 1 33 6 26 4 16 4 26 6 34 6 26 4 16 4 26 6 33 1 5 24 4 18 4 24 5 1 32
OSO (15, 171) (65, 128) - 1 5 21 1 6 1 29 6 22 4 14 4 22 6 29
CS (28, 348) (65, 217) - 1 5 18 4 22 6 31 1 5 24 5 1 31 6 22 4 18 5 1 27 6 26 4 12 4 26 6 27
CS (80, 976) (65, 20) - 1 5 22 4 20 4 22 4 20 4 22 4 18 2 4 2 18 4 24 5 1 33 6 28 5 1 34 1 5 26 4 16 4 26 4 16 4 26 5 1 34 1 5 28 6 33 1 5 24 4 18 2 4 2 18 4 22 4 20 4 22 4 20 4 22 5 1 29 4 14 4 28 6 34 6 28 4 14 4 29
OSO (17, 193) (66, 112) - 1 5 22 5 1 29 6 23 1 6 1 27 6 24 5 1 30
OSO (27, 401) (66, 8) - 1 5 25 1 6 1 31 6 29 1 6 1 27 6 34 6 28 6 34 6 28 6 34 6 28 6 33
CS (32, 388) (66, 603) - 1 5 24 4 18 4 24 5 1 31 4 10 2 14 4 26 5 1 33 6 30 6 33 1 5 26 4 14 2 10 4 31
CS (34, 372) (66, 771) - 1 5 22 6 28 6 25 1 6 1 25 6 28 6 22 5 1 29 6 22 4 12 2 8 2 8 2 8 2 12 4 22 6 29
CS (36, 380) (66, 100) - 1 5 16 2 4 2 14 4 20 4 16 4 20 4 14 2 4 2 16 5 1 25 6 28 6 24 5 1 30 1 5 24 6 28 6 25
CS (36, 424) (66, 1581) - 1 5 20 4 20 4 20 5 1 29 6 28 6 29 1 5 20 4 21 1 6 1 30 1 6 1 21 4 20 5 1 29 6 28 6 29
CS (36, 464) (66, 216) - 1 5 25 1 6 1 32 1 6 1 25 5 1 33 6 30 6 33 1 5 26 4 16 4 26 4 16 4 26 5 1 33 6 30 6 33
CS (42, 540) (66, 169) - 1 5 20 4 20 4 16 4 24 6 31 1 5 22 4 18 4 18 4 22 5 1 31 6 24 4 16 4 20 4 20 5 1 29 6 28 6 28 6 28 6 29
CS (42, 560) (66, 25) - 1 5 20 4 20 5 1 29 6 28 6 26 6 31 1 5 23 1 6 1 31 6 24 6 32 6 24 6 31 1 6 1 23 5 1 31 6 26 6 28 6 29
CS (44, 532) (66, 353) - 1 5 24 6 29 1 6 1 23 6 31 1 5 24 6 30 6 24 6 30 6 24 5 1 31 6 23 1 6 1 29 6 24 5 1 30 1 6 1 22 1 6 1 30
CS (48, 508) (66, 929) - 1 5 18 4 18 4 18 4 16 4 18 4 18 4 18 5 1 27 6 24 4 12 2 6 2 12 4 22 5 1 29 6 24 6 29 1 5 22 4 12 2 6 2 12 4 24 6 27
CS (48, 520) (66, 475) - 1 5 23 1 6 1 26 1 6 1 23 6 30 7 1 21 6 30 6 23 1 6 1 26 1 6 1 23 6 30 6 21 1 7 30 6 23 1 6 1 26 1 6 1 23 5 1 30
CS (52, 596) (66, 552) - 1 5 20 4 16 4 24 6 31 1 5 24 5 1 31 6 24 4 16 4 20 5 1 27 6 29 1 6 1 23 5 1 30 1 5 22 4 16 4 22 5 1 30 1 5 23 1 6 1 29 6 27
CS (56, 664) (66, 223) - 1 5 22 4 20 4 20 2 2 2 18 4 24 5 1 32 1 5 24 4 18 2 2 2 20 4 20 4 22 5 1 29 6 34 6 26 5 1 32 1 5 24 4 18 4 24 5 1 32 1 5 26 6 34 6 29
CS (88, 888) (66, 8) - 1 5 20 4 20 5 1 28 1 6 1 23 4 16 4 22 5 1 30 1 6 1 21 4 18 4 18 4 21 1 6 1 30 1 5 22 4 16 4 22 4 16 4 22 5 1 30 1 6 1 21 4 18 4 18 4 21 1 6 1 30 1 5 22 4 16 4 23 1 6 1 28 1 5 20 4 20 5 1 28 1 6 1 24 1 6 1 28
CS (88, 956) (66, 3) - 1 5 18 4 20 5 1 28 1 5 20 4 16 4 18 4 18 4 18 4 16 4 21 1 6 1 28 1 5 20 4 16 4 20 4 14 4 22 4 14 4 20 4 16 4 20 5 1 28 1 6 1 21 4 16 4 18 4 18 4 18 4 16 4 20 5 1 28 1 5 20 4 18 5 1 27 6 26 6 26 4 10 4 26 6 26 6 27
CS (88, 1088) (66, 181) - 1 5 22 4 16 4 24 6 31 1 5 24 6 31 1 6 1 23 5 1 30 1 6 1 24 1 6 1 30 1 5 23 1 6 1 31 6 24 5 1 31 6 24 4 16 4 22 5 1 31 6 26 6 30 6 26 6 31 1 5 22 4 18 4 18 4 20 4 18 4 20 4 18 4 18 4 22 5 1 31 6 26 6 30 6 26 6 31
CS (96, 1172) (66, 2) - 1 5 20 2 4 2 14 2 6 2 16 4 24 5 1 31 6 30 6 31 1 5 24 4 16 2 6 2 14 2 4 2 20 5 1 29 6 31 1 5 24 4 16 4 26 6 33 1 5 26 6 34 6 26 4 16 4 24 5 1 31 6 29 1 5 22 5 1 29 6 31 1 5 24 4 16 4 26 6 34 6 26 5 1 33 6 26 4 16 4 24 5 1 31 6 29
CS (36, 500) (67, 103) - 1 5 28 4 14 4 28 4 14 4 28 5 1 35 6 28 4 14 4 28 5 1 35 6 28 6 35 1 5 28 4 14 4 28 6 35
CS (36, 412) (68, 171) - 1 5 20 5 1 27 4 12 2 8 2 12 4 26 5 1 33 6 26 6 32 6 26 6 33 1 5 26 4 12 2 8 2 12 4 27
CS (36, 456) (68, 134) - 1 5 24 4 18 4 23 1 6 1 32 1 6 1 23 4 18 4 24 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 33
CS (36, 548) (68, 112) - 1 5 22 5 1 29 6 28 6 30 6 26 5 1 31 6 28 6 28 6 30 6 28 6 28 6 31 1 5 26 6 30 6 28 6 29
CS (36, 580) (68, 476) - 1 5 24 5 1 31 6 30 6 32 6 28 5 1 33 6 30 6 30 6 32 6 30 6 30 6 33 1 5 28 6 32 6 30 6 31
CS (40, 392) (68, 524) - 1 5 16 2 4 2 14 4 21 1 6 1 28 1 6 1 21 4 14 2 4 2 16 5 1 25 6 28 6 25 1 5 18 5 1 25 6 28 6 25
CS (40, 408) (68, 668) - 1 5 18 2 2 2 16 4 21 1 6 1 28 1 6 1 21 4 16 2 2 2 18 5 1 27 6 26 6 29 1 5 22 5 1 29 6 26 6 27
CS (40, 436) (68, 129) - 1 5 25 1 6 1 31 4 10 2 12 2 10 4 31 1 6 1 25 5 1 33 6 29 1 6 1 27 5 1 34 1 5 27 1 6 1 29 6 33
CS (40, 456) (68, 31) - 1 5 25 1 6 1 30 1 6 1 25 5 1 33 6 28 6 33 1 5 26 4 14 2 6 2 16 2 6 2 14 4 26 5 1 33 6 28 6 33
CS (44, 540) (68, 30) - 1 5 22 4 14 2 6 2 14 4 24 6 31 1 5 24 6 32 6 24 6 32 6 24 5 1 31 6 24 4 14 2 6 2 14 4 22 5 1 29 6 28 6 29
CS (44, 568) (68, 423) - 1 5 22 4 18 4 20 4 18 4 22 5 1 31 6 26 6 30 6 29 1 5 23 1 6 1 29 6 28 6 29 1 6 1 23 5 1 29 6 30 6 26 6 31
CS (44, 588) (68, 465) - 1 5 24 4 16 2 6 2 16 4 26 6 35 1 5 28 5 1 35 6 26 4 16 2 6 2 16 4 24 5 1 31 6 32 6 30 6 32 6 30 6 32 6 31
CS (44, 644) (68, 111) - 1 5 24 5 1 31 6 32 6 30 4 14 4 28 5 1 35 6 28 4 14 4 30 6 32 6 30 4 14 4 28 6 35 1 5 28 4 14 4 30 6 32 6 31
CS (48, 572) (68, 108) - 1 5 20 4 20 4 22 5 1 29 6 32 6 29 1 5 22 4 20 4 20 5 1 27 6 33 1 5 25 1 6 1 30 1 5 24 5 1 30 1 6 1 25 5 1 33 6 27
CS (48, 632) (68, 256) - 1 5 22 4 20 4 22 4 20 4 22 5 1 29 5 1 35 6 28 5 1 35 6 26 4 18 4 24 5 1 32 1 5 24 4 18 4 26 6 35 1 5 28 6 35 1 5 29
CS (52, 588) (68, 307) - 1 5 20 4 16 4 22 6 31 1 5 23 1 6 1 29 6 24 5 1 30 1 5 22 5 1 30 1 5 24 6 29 1 6 1 23 5 1 31 6 22 4 16 4 20 5 1 27 4 10 4 27
CS (54, 644) (68, 228) - 1 5 18 4 18 4 18 4 18 5 1 27 6 26 6 26 4 10 2 8 2 12 4 22 5 1 29 6 26 6 26 6 28 6 26 6 26 6 29 1 5 22 4 12 2 8 2 10 4 26 6 26 6 27
CS (56, 532) (68, 111) - 1 5 20 4 16 2 6 2 12 4 25 1 6 1 28 1 5 20 4 18 4 20 5 1 28 1 6 1 25 4 12 2 6 2 16 4 20 5 1 28 1 6 1 25 4 12 4 26 4 12 4 25 1 6 1 28
CS (56, 696) (68, 51) - 1 5 18 4 22 6 31 1 5 24 4 12 4 26 6 28 6 26 4 12 4 24 5 1 31 6 22 4 18 5 1 27 6 27 1 5 18 4 22 6 31 1 5 24 5 1 31 6 22 4 18 5 1 27 6 27
CS (60, 636) (68, 25) - 1 5 22 5 1 29 6 24 4 12 2 8 2 10 2 8 2 10 2 8 2 12 4 24 6 29 1 5 22 5 1 30 1 5 24 6 29 1 6 1 23 6 31 1 5 24 5 1 31 6 23 1 6 1 29 6 24 5 1 30
CS (72, 740) (68, 374) - 1 5 18 2 2 2 16 4 20 4 16 4 20 4 16 4 20 4 16 2 2 2 18 5 1 27 6 26 4 10 2 10 2 6 2 14 4 22 4 14 4 22 5 1 29 6 26 6 28 6 26 6 29 1 5 22 4 14 4 22 4 14 2 6 2 10 2 10 4 26 6 27
CS (90, 904) (68, 755) - 1 5 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 5 1 31 6 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 4 12 4 25 1 6 1 25 6 31
CS (28, 412) (69, 2781) - 1 5 20 5 1 27 6 32 6 26 5 1 33 6 26 6 32 6 26 6 33 1 5 26 6 32 6 27
CS (28, 436) (69, 245) - 1 5 22 5 1 29 6 34 6 28 5 1 35 6 28 6 34 6 28 6 35 1 5 28 6 34 6 29
CS (36, 412) (69, 991) - 1 5 25 1 6 1 27 6 30 6 27 1 6 1 25 5 1 31 6 27 1 6 1 25 5 1 32 1 5 25 1 6 1 27 6 31
CS (28, 412) (70, 81) - 1 5 20 5 1 27 6 32 6 26 5 1 31 6 30 6 28 6 30 6 31 1 5 26 6 32 6 27
CS (34, 428) (70, 910) - 1 5 20 4 18 4 20 4 18 4 20 5 1 29 6 26 6 32 7 1 21 4 18 4 18 4 21 1 7 32 6 26 6 29
CS (36, 392) (70, 399) - 1 5 18 4 16 4 21 1 6 1 28 1 6 1 21 4 16 4 18 5 1 25 6 28 6 25 1 5 18 5 1 25 6 28 6 25
CS (36, 404) (70, 1057) - 1 5 20 5 1 27 6 31 1 6 1 23 5 1 31 6 27 1 6 1 26 1 6 1 27 6 31 1 5 23 1 6 1 31 6 27
CS (40, 340) (70, 942) - 1 5 20 4 14 2 6 2 10 2 8 2 10 2 6 2 14 4 20 5 1 27 4 8 2 12 4 22 5 1 30 1 5 22 4 12 2 8 4 27
CS (40, 424) (70, 176) - 1 5 20 2 2 2 16 4 23 1 6 1 28 1 6 1 23 4 16 2 2 2 20 5 1 29 6 28 6 29 1 5 22 5 1 29 6 28 6 29
CS (40, 548) (70, 122) - 1 5 24 4 14 4 24 4 14 4 24 4 14 4 24 5 1 31 6 26 6 32 6 24 5 1 31 6 26 6 31 1 5 24 6 32 6 26 6 31
CS (44, 508) (70, 584) - 1 5 20 4 14 2 4 2 14 4 22 6 29 1 5 22 6 30 6 22 6 30 6 22 6 30 6 22 5 1 29 6 22 4 14 2 4 2 14 4 20 5 1 28
CS (46, 632) (70, 16) - 1 5 22 4 22 5 1 29 5 1 35 6 28 5 1 35 6 26 4 18 4 24 5 1 31 6 32 6 31 1 5 24 4 18 4 26 6 35 1 5 28 6 35 1 5 29
CS (48, 596) (70, 116) - 1 5 22 5 1 28 1 6 1 27 4 16 4 26 5 1 33 6 30 6 33 1 5 26 5 1 32 1 5 26 5 1 33 6 30 6 33 1 5 26 4 16 4 27 1 6 1 28
CS (52, 608) (70, 141) - 1 5 22 4 16 4 22 4 16 4 22 5 1 31 6 24 4 14 4 24 6 31 1 5 22 4 16 4 23 1 6 1 28 1 6 1 23 4 16 4 22 5 1 31 6 24 4 14 4 24 6 31
CS (52, 620) (70, 477) - 1 5 24 4 14 4 26 6 31 1 5 24 5 1 31 6 26 4 14 4 24 5 1 31 6 26 5 1 32 1 5 25 1 6 1 27 4 12 4 27 1 6 1 25 5 1 32 1 5 26 6 31
CS (54, 604) (70, 110) - 1 5 20 4 22 5 1 30 1 5 23 1 6 1 31 6 27 1 6 1 27 6 31 1 6 1 23 5 1 30 1 5 22 4 20 5 1 29 6 28 4 12 2 10 4 28 4 10 2 12 4 28 6 29
CS (56, 516) (70, 9) - 1 5 18 2 2 2 16 2 4 2 12 2 6 2 12 2 8 4 27 1 5 20 5 1 27 4 8 2 12 2 6 2 12 2 4 2 16 2 2 2 18 5 1 27 6 28 6 26 6 28 6 26 6 28 6 27
CS (56, 524) (70, 90) - 1 5 22 4 18 2 4 2 16 2 4 2 16 2 4 2 18 4 22 5 1 29 4 12 2 8 2 12 2 8 2 14 4 26 5 1 33 6 28 6 33 1 5 26 4 14 2 8 2 12 2 8 2 12 4 29
CS (56, 588) (70, 173) - 1 5 22 4 20 4 22 4 20 4 22 4 20 4 22 5 1 29 4 12 2 10 2 12 2 8 2 12 2 12 4 28 5 1 35 6 28 6 35 1 5 28 4 12 2 12 2 8 2 12 2 10 2 12 4 29
CS (60, 636) (70, 291) - 1 5 22 4 16 4 22 4 16 4 22 5 1 29 6 28 4 10 2 8 2 12 2 6 2 14 4 24 5 1 31 6 26 4 12 4 26 4 12 4 26 6 31 1 5 24 4 14 2 6 2 12 2 8 2 10 4 28 6 29
CS (72, 884) (70, 41) - 1 5 22 4 20 4 22 4 20 4 22 5 1 29 4 12 2 12 4 28 4 14 4 28 6 34 6 28 5 1 35 6 26 4 16 2 6 2 16 4 24 4 18 4 24 4 16 2 6 2 16 4 26 6 35 1 5 28 6 34 6 28 4 14 4 28 4 12 2 12 4 29
CS (84, 876) (70, 42) - 1 5 22 4 18 2 6 2 14 2 6 2 16 2 6 2 14 4 28 4 12 2 12 4 29 1 5 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 5 1 29 4 12 2 12 4 28 4 14 2 6 2 16 2 6 2 14 2 6 2 18 4 22 5 1 29 6 34 6 29
CS (90, 964) (70, 129) - 1 5 22 4 18 4 20 4 20 4 18 4 22 5 1 30 1 5 22 4 18 4 22 5 1 31 6 26 5 1 32 1 5 24 4 14 2 8 2 10 2 10 2 8 2 14 4 24 5 1 31 6 28 6 31 1 5 24 4 14 2 8 2 10 2 10 2 8 2 14 4 24 5 1 32 1 5 26 6 31 1 5 22 4 18 4 22 5 1 30
OSO (17, 239) (71, 323) - 1 5 24 6 32 6 26 6 30 6 27 1 6 1 25 6 31
OSO (23, 251) (71, 488) - 1 5 25 1 6 1 31 6 29 1 6 1 27 5 1 34 1 5 25 1 6 1 32
CS (36, 396) (71, 406) - 1 5 23 1 6 1 27 6 28 6 27 1 6 1 23 5 1 29 6 27 1 6 1 23 5 1 30 1 5 23 1 6 1 27 6 29
CS (36, 492) (71, 967) - 1 5 24 4 18 4 24 4 18 4 24 5 1 33 6 28 4 14 4 28 5 1 35 6 28 6 35 1 5 28 4 14 4 28 6 33
CS (40, 464) (71, 598) - 1 5 24 6 31 1 6 1 21 4 18 4 18 4 21 1 6 1 31 6 24 5 1 31 6 24 4 14 4 25 1 6 1 25 4 14 4 24 6 31
CS (40, 508) (71, 85) - 1 5 20 4 20 4 20 5 1 29 6 28 4 10 2 12 4 26 5 1 33 6 26 6 32 6 26 6 33 1 5 26 4 12 2 10 4 28 6 29
CS (48, 596) (71, 392) - 1 5 20 4 20 4 18 4 20 4 20 4 18 4 20 4 20 4 18 4 20 4 20 5 1 27 6 32 6 24 4 16 4 24 5 1 32 1 5 24 4 16 4 24 6 32 6 27
CS (60, 836) (71, 109) - 1 5 22 4 16 2 4 2 16 4 24 6 32 6 26 6 33 1 5 26 6 32 6 26 6 32 6 26 6 32 6 26 6 32 6 26 6 32 6 26 5 1 33 6 26 6 32 6 24 4 16 2 4 2 16 4 22 5 1 30
CS (64, 816) (71, 27) - 1 5 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 5 1 29 6 35 1 5 29 1 5 22 4 20 4 22 4 20 4 22 5 1 29 6 34 6 29 1 5 22 4 20 4 22 4 20 4 22 5 1 29 5 1 35 6 29
CS (92, 1048) (71, 49) - 1 5 20 4 20 4 16 4 24 5 1 32 1 5 25 1 6 1 27 6 30 6 27 1 6 1 25 5 1 32 1 5 25 1 6 1 27 6 30 6 27 1 6 1 25 5 1 32 1 5 24 4 16 4 20 4 20 5 1 27 4 12 4 26 4 12 4 26 4 12 4 26 4 12 4 26 4 12 4 26 4 12 4 26 4 12 4 26 4 12 4 27
OSO (15, 179) (72, 3095) - 1 5 25 1 6 1 31 6 29 1 6 1 27 6 33
OSO (17, 199) (72, 314) - 1 5 26 4 12 2 10 4 28 6 29 1 6 1 25 6 33
CS (30, 388) (72, 687) - 1 5 24 6 30 6 25 1 6 1 25 6 30 6 24 5 1 31 6 22 4 16 4 20 4 16 4 22 6 31
CS (38, 380) (72, 5) - 1 5 18 4 18 4 18 4 18 5 1 25 6 29 1 6 1 21 5 1 28 1 6 1 22 1 6 1 28 1 5 21 1 6 1 29 6 25
CS (40, 428) (72, 3) - 1 5 20 2 2 2 20 4 18 2 4 2 16 2 4 2 18 4 20 2 2 2 20 5 1 29 6 32 6 28 5 1 34 1 5 28 6 32 6 29
CS (40, 460) (72, 256) - 1 5 22 4 16 4 24 4 14 2 6 2 14 4 24 4 16 4 22 5 1 29 4 10 4 30 6 26 5 1 32 1 5 26 6 30 4 10 4 29
CS (44, 404) (72, 499) - 1 5 18 2 4 2 14 2 4 2 16 2 4 2 14 2 4 2 16 2 4 2 14 2 4 2 18 5 1 27 6 30 6 26 5 1 32 1 5 26 6 30 6 27
CS (44, 580) (72, 664) - 1 5 26 5 1 33 6 28 6 34 6 26 5 1 33 6 26 4 16 2 6 2 14 4 26 4 14 2 6 2 16 4 26 6 33 1 5 26 6 34 6 28 6 33
CS (46, 620) (72, 678) - 1 5 22 4 14 2 8 4 28 6 28 6 27 1 6 1 27 6 28 6 28 4 8 2 14 4 22 5 1 29 6 28 6 28 6 28 6 28 6 28 6 28 6 28 6 29
CS (48, 584) (72, 393) - 1 5 24 5 1 31 6 28 6 30 6 31 1 5 25 1 6 1 29 6 28 4 12 2 8 2 12 2 8 2 12 4 28 6 29 1 6 1 25 5 1 31 6 30 6 28 6 31
CS (50, 724) (72, 187) - 1 5 20 4 20 5 1 29 6 26 4 14 4 24 6 32 6 24 5 1 31 6 26 6 30 6 28 6 28 6 28 6 30 6 26 6 31 1 5 24 6 32 6 24 4 14 4 26 6 29
CS (52, 568) (72, 14) - 1 5 22 4 16 4 23 1 6 1 29 6 26 5 1 32 1 5 26 6 29 1 6 1 23 4 16 4 22 5 1 29 4 8 2 14 4 22 4 16 4 22 4 16 4 22 4 14 2 8 4 29
